id,Class,Order,Family,Genus,Species,Sub.species,Authority,Common.Name,Location.of.population,Country.list,Region,Decimal.Latitude,Decimal.Longitude,Are.coordinates.for.specific.location.,system,biome,realm,Native,Alien,Invasive,Units,Sampling.method,Data.transformed,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014
11591,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,,"(Borowski, 1781)",Humpback whale,The nearshore waters of Moorea,French Polynesia,Oceania,-17.313932,-149.93042,FALSE,Marine,Unknown,Tropical and subtropical Indo-Pacific,Yes,No,No,Estimate of population size,Boat-based observations were conducted on dedicated vessels and platforms of opportunity, including shore-based observations,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025,1043,1362,822,664,NA,NA,NA,NA,NA,NA,NA,NA,NA
11603,Actinopteri,Perciformes,Serranidae,Epinephelus,fuscoguttatus,,(Forsskål 1775),Brown-marbled grouper,Dyual Island (Site 1),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,163,423,185,164,NA,NA,NA,NA,NA
11608,Actinopteri,Perciformes,Serranidae,Epinephelus,fuscoguttatus,,(Forsskål 1775),Brown-marbled grouper,Dyual Island (Site 2),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals per 1000m2,Two divers swam the entire length of the survey area counting individuals on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36,3.97,NA,0.94,NA,NA,NA,NA,NA
11610,Actinopteri,Perciformes,Serranidae,Epinephelus,fuscoguttatus,,(Forsskål 1775),Brown-marbled grouper,Tigak Islands (Site 10),Papua New Guinea,Oceania,-2.648135,150.570374,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,22,33,34,NA,NA,NA,NA,NA,NA
11611,Actinopteri,Perciformes,Serranidae,Epinephelus,polyphekadion,,(Bleeker 1849),Camouflage grouper,Dyual Island (Site 1),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,98,365,124,NA,NA,NA,NA,NA,NA
11612,Actinopteri,Perciformes,Serranidae,Epinephelus,polyphekadion,,(Bleeker 1849),Camouflage grouper,Dyual Island (Site 2),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals per 1000m2,Two divers swam the entire length of the survey area counting individuals on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,NA,0.51,NA,NA,NA,NA,NA
11613,Actinopteri,Perciformes,Serranidae,Epinephelus,polyphekadion,,(Bleeker 1849),Camouflage grouper,Tigak Islands (Site 10),Papua New Guinea,Oceania,-2.648135,150.570374,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,28,17,26,NA,NA,NA,NA,NA
11614,Actinopteri,Perciformes,Serranidae,Plectropomus,areolatus,,(Rüppell 1830),Squaretail coralgrouper,Dyual Island (Site 1),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,111,193,124,107,NA,NA,NA,NA,NA
11615,Actinopteri,Perciformes,Serranidae,Plectropomus,areolatus,,(Rüppell 1830),Squaretail coralgrouper,Dyual Island (Site 2),Papua New Guinea,Oceania,-2.949898,150.862885,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Number of individuals per 1000m2,Two divers swam the entire length of the survey area counting individuals on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.52,12.71,NA,7.08,NA,NA,NA,NA,NA
11616,Actinopteri,Perciformes,Serranidae,Plectropomus,areolatus,,(Rüppell 1830),Squaretail coralgrouper,Tigak Islands (Site 10),Papua New Guinea,Oceania,-2.648135,150.570374,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Total abundance estimate,Permanent transects monitored on a monthly basis prior to each new moon.,No,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,25,51,37,14,NA,NA,NA,NA,NA
11662,Actinopteri,Perciformes,Lutjanidae,Lutjanus,carponotatus,,(Richardson 1842),Spanish flag snapper / Stripey snapper,Orpheus Island - control zone,Australia,Oceania,-18.633233,146.492386,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,6.5,NA,6.17,NA,4.37,NA,NA,NA
11665,Actinopteri,Perciformes,Lutjanidae,Lutjanus,carponotatus,,(Richardson 1842),Spanish flag snapper / Stripey snapper,Palm Island - impact zone,Australia,Oceania,-18.741857,146.640358,TRUE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,4.57,NA,4.66,NA,4.87,NA,NA,NA
11667,Actinopteri,Perciformes,Lutjanidae,Lutjanus,carponotatus,,(Richardson 1842),Spanish flag snapper / Stripey snapper,Orpheus Island - no-fishing zone,Australia,Oceania,-18.645269,146.505089,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,7.61,NA,6.83,NA,6.43,NA,NA,NA
11668,Actinopteri,Perciformes,Serranidae,Cephalopholis,cyanostigma,,(Valenciennes 1828),Bluespotted hind / Bommie cod,Orpheus Island - control zone,Australia,Oceania,-18.633233,146.492386,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,1.67,NA,2.09,NA,0.83,NA,NA,NA
11670,Actinopteri,Perciformes,Serranidae,Cephalopholis,cyanostigma,,(Valenciennes 1828),Bluespotted hind / Bommie cod,Palm Island - impact zone,Australia,Oceania,-18.741857,146.640358,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,3.27,NA,1.9,NA,1.83,NA,NA,NA
11722,Actinopteri,Perciformes,Serranidae,Cephalopholis,cyanostigma,,(Valenciennes 1828),Bluespotted hind / Bommie cod,Orpheus Island - no-fishing zone,Australia,Oceania,-18.645269,146.505089,FALSE,Marine,Tropical coral,South temperate and Antarctic,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,2.5,NA,2.21,NA,0.89,NA,NA,NA
11723,Actinopteri,Acanthuriformes,Siganidae,Siganus,doliatus,,Guérin-Méneville 1829-38,Barred spinefoot,Orpheus Island - control zone,Australia,Oceania,-18.633233,146.492386,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02,7.09,NA,5.84,NA,4.6,NA,NA,NA
11725,Actinopteri,Acanthuriformes,Siganidae,Siganus,doliatus,,Guérin-Méneville 1829-38,Barred spinefoot,Palm Island - impact zone,Australia,Oceania,-18.741857,146.640358,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,12.46,NA,9.99,NA,5.61,NA,NA,NA
11726,Actinopteri,Acanthuriformes,Siganidae,Siganus,doliatus,,Guérin-Méneville 1829-38,Barred spinefoot,Orpheus Island - no-fishing zone  ,Australia,Oceania,-18.741857,146.640358,FALSE,Marine,Tropical coral,Tropical and subtropical Indo-Pacific,Yes,No,No,Fish per 1000m2,Standard underwater visual counts with strip transects (6 x 50m) at 2 sites, recorded by a single observer, in April and June each year.,No,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54,13.73,NA,6.94,NA,8.14,NA,NA,NA
11783,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,hectori,,"van Beneden, 1881",Hector's dolphin,"South Island (east, south and west coasts), North Island (west coast)",New Zealand,Oceania,-43.303195,172.96051,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Estimated total population size,Statistical modelling using fishing effort data from 16 fisheries,No,30398,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7815,NA,NA,NA,NA,NA
11806,Actinopteri,Centrarchiformes,Latridae,Chirodactylus,spectabilis,,(Hutton 1872),Red moki,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995,1.1681,1.1656,0.6587,2.1666,1.9942,1.331,0.6597,3.1709,1.9952,2.3381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11808,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"Tinderbox Marine Reserve, southeastern Tasmania",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0455,22.9947,0.9133,NA,38.4878,41.9545,24.2921,17.2482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11811,Actinopteri,Centrarchiformes,Latridae,Chirodactylus,spectabilis,,(Hutton 1872),Red moki,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1597,0.8283,0.8285,2.1665,1.3307,0.6593,0.6596,0.6598,0.83,1.1647,1.1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11813,Actinopteri,Centrarchiformes,Aplodactylidae,Aplodactylus,arctidens,,Richardson 1839,Marblefish,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4818,1.4876,0.1453,1.3347,1.8319,1.6747,1.4888,1.0021,1.3336,0.8115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11815,Actinopteri,Centrarchiformes,Aplodactylidae,Aplodactylus,arctidens,,Richardson 1839,Marblefish,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1446,0.148,0.6578,0.1482,0.1539,0,0.3287,0.3299,0,0.3346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11817,Actinopteri,Perciformes,Odacidae,Olisthops,cyanomelas,,Richardson 1850,Herring cale,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6646,0.3458,0.1593,0.4943,0,0,0,0.1575,0.6469,0.8453,1.4914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11819,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,,(Richardson 1840),Blue-throated wrasse,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.3635,105.2721,56.8711,74.8444,101.2102,78.5068,68.3295,84.1064,135.2668,129.8666,156.2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11822,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,,(Richardson 1840),Blue-throated wrasse,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4722,42.9123,36.2222,27.206,24.7755,26.0915,18.1082,30.6572,57.9285,74.9971,44.6739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11823,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,,(Richardson 1840),Yellow-saddled wrasse,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7913,21.9287,11.3639,14.9542,14.9342,28.9813,9.5227,8.0057,10.6934,8.1638,9.5087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11826,Actinopteri,Tetraodontiformes,Monacanthidae,Acanthaluteres,vittiger,,(Castelnau 1873),Toothbrush leatherjacket,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.9184,123.7111,31.8234,3.8908,14.5308,4.95,2.9521,4.0312,10.6049,11.6836,5.0706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11828,Actinopteri,Perciformes,Plesiopidae,Trachinops,caudimaculatus,,McCoy 1890,Southern hulafish,"Tinderbox Marine Reserve, southeastern Tasmania ",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.3822,89.5824,101.9093,363.451,1205.306,1418.5874,NA,1793.7603,586.1747,1055.3075,463.4663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11829,Actinopteri,Perciformes,Odacidae,Olisthops,cyanomelas,,Richardson 1850,Herring cale,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0024,0.6517,1.3376,0.4889,1.3387,0.8355,1.3352,0.491,1.1545,2.3362,1.3283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11830,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,,(Richardson 1840),Yellow-saddled wrasse,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3282,25.0088,11.5225,16.3039,10.8707,13.9975,11.2775,9.9529,12.6335,7.7295,6.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11832,Actinopteri,Tetraodontiformes,Monacanthidae,Acanthaluteres,vittiger,,(Castelnau 1873),Toothbrush leatherjacket,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.863,53.2603,94.5753,9.863,19.6164,70.6848,30.0274,45.4795,24.3288,47.5615,45.3699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11834,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2719,0.5402,2.9943,7.4156,13.8041,26.8864,8.1931,13.2154,12.7185,7.3858,7.4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11835,Actinopteri,Acropomatiformes,Pempheridae,Pempheris,multiradiata,,Klunzinger 1879,Bigscale bullseye,"Tinderbox Marine Reserve, southeastern Tasmania",Australia,Oceania,-43.05053,147.345457,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at two sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5716,193.8515,81.5199,69.9136,37.8584,4.1451,NA,114.1278,141.8998,78.7565,32.0553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11836,Actinopteri,Centrarchiformes,Latridae,Latridopsis,forsteri,,(Castelnau 1872),Bastard trumpeter,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.3688,0.3638,1.5612,0,0,0,0,0,0.2469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11837,Actinopteri,Tetraodontiformes,Monacanthidae,Meuschenia,australis,,(Donovan 1824),Southern leatherjacket,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6776,5.0091,5.3197,1.6709,2.1788,1.2244,4.4102,3.6858,15.4149,5.8515,1.2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11839,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nicthemerus,,Cuvier 1818,Slender-spined porcupine fish,"Maria Island marine reserve, Maria Island, eastern Tasmania",Australia,Oceania,-42.610717,148.030128,TRUE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to reference sites outside of MPA,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0125,2.9938,2.8364,2.8293,4.1635,3.3575,3.9989,2.0282,3.0006,1.171,0.6739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11841,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nicthemerus,,Cuvier 1818,Slender-spined porcupine fish,"6 reference sites adjacent to Maria Island marine reserve, eastern Tasmania",Australia,Oceania,-42.588225,147.958031,FALSE,Marine,Unknown,South temperate and Antarctic,Yes,No,No,Mean abundance per 2000 m2,4 x 500 m2 transects covering 2000 m2 undertaken twice a year (autumn, spring) at six sites matched to MPA sites,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6543,0.6602,1.1649,1.343,0.9695,0.8608,0.8625,0.1801,0.6716,0.8673,0.1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
